height,width,example,answer,ans_mod10,tree_sig,ans_sublabels
6,21,(*(*(+0(*(+77)2))5)5),700,0,(o(o(od(o(odd)d))d)d),_____________4_88_0_0
3,9,(*(*77)1),49,9,(o(odd)d),______9_9
2,5,(+55),10,0,(odd),____0
3,9,(+(+77)0),14,4,(o(odd)d),______4_4
1,1,7,7,7,d,_
3,9,(*(*41)9),36,6,(o(odd)d),______4_6
2,5,(*22),4,4,(odd),____4
3,9,(*(*49)9),324,4,(o(odd)d),______6_4
9,41,(*7(*5(+6(*(*4(+(+3(+31))(+8(+90))))5)))),17010,0,(od(od(od(o(od(o(od(odd))(od(odd))))d)))),_______________________47_______9746_0600
4,13,(*(*1(+11))3),6,6,(o(od(odd))d),_________22_6
1,1,0,0,0,d,_
10,77,(+(*63)(+(+7(*6(*(+(*(+21)(+87))9)(*83))))(*3(+(+(*0(*6(+(*02)8)))0)(*59))))),7936,6,(o(odd)(o(od(od(o(o(o(odd)(odd))d)(odd))))(od(o(o(od(od(o(odd)d)))d)(odd))))),______8__________________3____55_4____4663___________________0_880_0____55586
4,17,(*(+5(+96))(+25)),140,0,(o(od(odd))(odd)),_________50____70
2,5,(*76),42,2,(odd),____2
1,1,3,3,3,d,_
3,9,(+(+77)8),22,2,(o(odd)d),______4_2
3,9,(*4(+54)),36,6,(od(odd)),_______96
3,9,(+(+27)8),17,7,(o(odd)d),______9_7
4,17,(*(*30)(*2(*10))),0,0,(o(odd)(od(odd))),______0_______000
6,21,(*(*(+3(*(+77)2))5)5),775,5,(o(o(od(o(odd)d))d)d),_____________4_81_5_5
5,17,(+(*2(+(*55)1))8),60,0,(o(od(o(odd)d))d),___________5_62_0
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
5,25,(+1(+(*03)(+(*07)(*87)))),57,7,(od(o(odd)(o(odd)(odd)))),_________0______0____6667
2,5,(*33),9,9,(odd),____9
2,5,(*76),42,2,(odd),____2
2,5,(+99),18,8,(odd),____8
4,13,(*(*1(+41))7),35,5,(o(od(odd))d),_________55_5
7,29,(+(*(*(*(*(+01)(+31))1)1)9)5),41,1,(o(o(o(o(o(odd)(odd))d)d)d)d),______________1____44_4_4_6_1
2,5,(+00),0,0,(odd),____0
5,17,(*6(*6(+0(+33)))),216,6,(od(od(od(odd)))),_____________6666
4,17,(*(*05)(*5(+99))),0,0,(o(odd)(od(odd))),______0_______800
2,5,(+11),2,2,(odd),____2
1,1,8,8,8,d,_
1,1,1,1,1,d,_
3,13,(+(+77)(+77)),28,8,(o(odd)(odd)),______4____48
3,9,(*6(*00)),0,0,(od(odd)),_______00
3,9,(*5(+23)),25,5,(od(odd)),_______55
4,13,(*(*(*52)6)5),300,0,(o(o(odd)d)d),________0_0_0
3,9,(*(+49)9),117,7,(o(odd)d),______3_7
2,5,(*44),16,6,(odd),____6
1,1,5,5,5,d,_
3,9,(*2(+77)),28,8,(od(odd)),_______48
5,21,(+4(*(*(+86)(*82))3)),676,6,(od(o(o(odd)(odd))d)),___________4____64_26
2,5,(+00),0,0,(odd),____0
3,9,(*(*77)1),49,9,(o(odd)d),______9_9
1,1,2,2,2,d,_
4,13,(+8(*(*00)3)),8,8,(od(o(odd)d)),_________0_08
10,37,(+(*(+(*(*9(*(*8(+(+73)0))0))5)1)8)7),15,5,(o(o(o(o(od(o(od(o(odd)d))d))d)d)d)d),______________________0_00_00_0_1_8_5
1,1,5,5,5,d,_
1,1,0,0,0,d,_
4,13,(*7(*(*51)6)),210,0,(od(o(odd)d)),_________5_00
1,1,8,8,8,d,_
4,17,(*(*(+98)1)(+42)),102,2,(o(o(odd)d)(odd)),________7_7____62
6,25,(*(*(*11)(*(+(+00)0)6))6),0,0,(o(o(odd)(o(o(odd)d)d))d),________1________0_0_00_0
2,5,(+00),0,0,(odd),____0
1,1,4,4,4,d,_
4,13,(*7(+(*55)6)),217,7,(od(o(odd)d)),_________5_17
1,1,7,7,7,d,_
2,5,(+10),1,1,(odd),____1
3,13,(*(+10)(*00)),0,0,(o(odd)(odd)),______1____00
2,5,(*00),0,0,(odd),____0
5,17,(+(*(+(+00)0)0)1),1,1,(o(o(o(odd)d)d)d),__________0_0_0_1
9,37,(+(*7(*7(+7(+(*6(*(+04)(*04)))5))))0),588,8,(o(od(od(od(o(od(o(odd)(odd)))d))))d),______________________4____000_5248_8
7,29,(+(*9(+(+96)(+(+(+78)2)4)))0),324,4,(o(od(o(odd)(o(o(odd)d)d)))d),___________5________5_7_164_4
9,45,(*(+(+(+1(*(*(+1(*49))(+69))(+62)))7)0)(+01)),4448,8,(o(o(o(od(o(o(od(odd))(odd))(odd)))d)d)(odd)),____________________67____55____801_8_8____18
1,1,0,0,0,d,_
5,21,(*2(*9(*(*24)(*86)))),6912,2,(od(od(o(odd)(odd)))),____________8____8462
5,17,(+8(+(+8(*93))0)),43,3,(od(o(od(odd))d)),____________75_53
3,9,(*(*00)0),0,0,(o(odd)d),______0_0
1,1,9,9,9,d,_
9,37,(*(*7(*7(+7(+(*6(*(+04)(*04)))5))))0),0,0,(o(od(od(od(o(od(o(odd)(odd)))d))))d),______________________4____000_5248_0
1,1,6,6,6,d,_
3,9,(*(+77)4),56,6,(o(odd)d),______4_6
1,1,6,6,6,d,_
4,13,(+(+6(+71))1),15,5,(o(od(odd))d),_________84_5
7,49,(+(*(+(+96)(+(+(+78)2)4))(+(+96)(+(+(+78)2)4)))0),1296,6,(o(o(o(odd)(o(o(odd)d)d))(o(odd)(o(o(odd)d)d)))d),__________5________5_7_16______5________5_7_166_6
9,33,(+(*7(*7(+7(+(*6(*(*04)1))5))))5),593,3,(o(od(od(od(o(od(o(odd)d))d))))d),______________________0_00_5248_3
5,17,(+3(*4(+8(+88)))),99,9,(od(od(od(odd)))),_____________6469
6,25,(*(*7(*7(+7(+01))))(*00)),0,0,(o(od(od(od(odd))))(odd)),_______________1862____00
6,25,(*(*(*11)(*(*(+00)0)6))6),0,0,(o(o(odd)(o(o(odd)d)d))d),________1________0_0_00_0
1,1,1,1,1,d,_
10,69,(*(*0(+(+7(+(*7(*0(+2(*22))))4))0))(*0(+(+7(+(*7(*0(+2(*22))))4))0))),0,0,(o(od(o(od(o(od(od(od(odd))))d))d))(od(o(od(o(od(od(od(odd))))d))d))),_________________________4600_41_10_______________________4600_41_100
6,25,(*(*(*41)(*(*(+50)0)6))6),0,0,(o(o(odd)(o(o(odd)d)d))d),________4________5_0_00_0
4,13,(*(+6(+71))1),14,4,(o(od(odd))d),_________84_4
3,9,(*(+47)4),44,4,(o(odd)d),______1_4
3,9,(*7(+66)),84,4,(od(odd)),_______24
6,25,(*(*(*41)(*(*(+00)0)6))6),0,0,(o(o(odd)(o(o(odd)d)d))d),________4________0_0_00_0
2,5,(*11),1,1,(odd),____1
6,25,(*(*(*11)(*(+(+00)0)1))6),0,0,(o(o(odd)(o(o(odd)d)d))d),________1________0_0_00_0
2,5,(+11),2,2,(odd),____2
3,9,(+(*00)0),0,0,(o(odd)d),______0_0
1,1,3,3,3,d,_
3,13,(*(+12)(*08)),0,0,(o(odd)(odd)),______3____00
4,13,(*(+0(*90))5),0,0,(o(od(odd))d),_________00_0
1,1,0,0,0,d,_
3,9,(+5(+20)),7,7,(od(odd)),_______27
1,1,2,2,2,d,_
9,37,(+(*7(*7(+7(+(*6(*(*04)(*04)))5))))0),588,8,(o(od(od(od(o(od(o(odd)(odd)))d))))d),______________________0____000_5248_8
5,17,(+3(*4(+8(+89)))),103,3,(od(od(od(odd)))),_____________7503
9,37,(+(*7(*7(+7(+(*6(*(*04)(*04)))5))))5),593,3,(o(od(od(od(o(od(o(odd)(odd)))d))))d),______________________0____000_5248_3
3,9,(*(+75)4),48,8,(o(odd)d),______2_8
4,13,(*(+5(*90))5),25,5,(o(od(odd))d),_________05_5
1,1,8,8,8,d,_
4,13,(+8(*(*83)2)),56,6,(od(o(odd)d)),_________4_86
2,5,(+00),0,0,(odd),____0
8,29,(*1(+(+(*(*(+(*61)4)1)9)1)9)),100,0,(od(o(o(o(o(o(odd)d)d)d)d)d)),_________________6_0_0_0_1_00
8,45,(*(+03)(+(*(+67)2)(*5(*0(*4(+(*10)(+39))))))),78,8,(o(odd)(o(o(odd)d)(od(od(od(o(odd)(odd))))))),______3________3_6_______________0____2280068
6,25,(+(*(+(+(*22)0)5)3)(+97)),43,3,(o(o(o(o(odd)d)d)d)(odd)),____________4_4_9_7____63
6,25,(+(*(+(+(*23)0)5)3)(+97)),49,9,(o(o(o(o(odd)d)d)d)(odd)),____________6_6_1_3____69
4,13,(+(+6(+11))1),9,9,(o(od(odd))d),_________28_9
3,13,(*(+10)(*08)),0,0,(o(odd)(odd)),______1____00
4,13,(*(+5(*99))5),430,0,(o(od(odd))d),_________16_0
4,17,(+3(*(+08)(+00))),3,3,(od(o(odd)(odd))),_________8____003
3,13,(+(+47)(+47)),22,2,(o(odd)(odd)),______1____12
6,29,(+(*(+(+(*23)5)3)(+97))(+76)),237,7,(o(o(o(o(odd)d)d)(odd))(odd)),____________6_1_4____64____37
3,9,(+1(+00)),1,1,(od(odd)),_______01
3,9,(+(*56)0),30,0,(o(odd)d),______0_0
2,5,(*06),0,0,(odd),____0
6,25,(*(*(*11)(*(+(+00)0)0))6),0,0,(o(o(odd)(o(o(odd)d)d))d),________1________0_0_00_0
1,1,8,8,8,d,_
3,9,(+5(+00)),5,5,(od(odd)),_______05
7,25,(+(*(+(*(*9(*00))5)1)8)7),15,5,(o(o(o(o(od(odd))d)d)d)d),_______________00_0_1_8_5
9,33,(+(*7(*0(+7(+(*6(*(*04)1))5))))5),5,5,(o(od(od(od(o(od(o(odd)d))d))))d),______________________0_00_5200_5
4,13,(*7(*(*55)6)),1050,0,(od(o(odd)d)),_________5_00
5,21,(+(*(+(+00)5)3)(+97)),31,1,(o(o(o(odd)d)d)(odd)),__________0_5_5____61
5,17,(+3(*4(+8(+00)))),35,5,(od(od(od(odd)))),_____________0825
3,13,(+(+44)(+47)),19,9,(o(odd)(odd)),______8____19
4,13,(+8(*(+00)0)),8,8,(od(o(odd)d)),_________0_08
3,9,(+5(*20)),5,5,(od(odd)),_______05
3,9,(*(+75)9),108,8,(o(odd)d),______2_8
2,5,(*14),4,4,(odd),____4
1,1,9,9,9,d,_
3,9,(+(+47)4),15,5,(o(odd)d),______1_5
2,5,(*70),0,0,(odd),____0
3,9,(+6(*33)),15,5,(od(odd)),_______95
5,21,(*(*05)(*7(*(+23)7))),0,0,(o(odd)(od(o(odd)d))),______0_________5_550
3,9,(+6(*31)),9,9,(od(odd)),_______39
1,1,5,5,5,d,_
3,9,(*2(*09)),0,0,(od(odd)),_______00
3,9,(*(+50)5),25,5,(o(odd)d),______5_5
2,5,(+03),3,3,(odd),____3
3,9,(+5(+77)),19,9,(od(odd)),_______49
3,9,(*(+05)5),25,5,(o(odd)d),______5_5
3,13,(*(+06)(+99)),108,8,(o(odd)(odd)),______6____88
2,5,(+45),9,9,(odd),____9
7,61,(*(+(*5(+(+1(+44))(*56)))8)(+(*(+75)2)(*5(+(+1(+44))(*56))))),44457,7,(o(o(od(o(od(odd))(odd)))d)(o(o(odd)d)(od(o(od(odd))(odd))))),________________89____095_3________2_4____________89____09597
3,13,(+(+77)(+77)),28,8,(o(odd)(odd)),______4____48
5,17,(*3(*(+5(+71))3)),117,7,(od(o(od(odd))d)),____________83_97
3,9,(+(*37)5),26,6,(o(odd)d),______1_6
8,29,(*(+0(*4(*(*(+4(+42))8)3)))4),3840,0,(o(od(od(o(o(od(odd))d)d)))d),___________________60_0_000_0
10,57,(*(+(*(*(*1(+(+5(+(*18)9))9))6)(+(+(+94)3)(+(*17)1)))3)6),26802,2,(o(o(o(o(od(o(od(o(odd)d))d))d)(o(o(odd)d)(o(odd)d)))d)d),______________________8_72_11_6________3_6______7_844_7_2
4,13,(*8(+6(+99))),192,2,(od(od(odd))),__________842
2,5,(+05),5,5,(odd),____5
2,5,(*00),0,0,(odd),____0
5,17,(+(+9(*9(+63)))7),97,7,(o(od(od(odd)))d),____________910_7
2,5,(+66),12,2,(odd),____2
2,5,(*28),16,6,(odd),____6
3,9,(*1(*33)),9,9,(od(odd)),_______99
1,1,9,9,9,d,_
1,1,2,2,2,d,_
8,29,(+1(*(*(*(*2(+(*32)2))6)4)8)),3073,3,(od(o(o(o(od(o(odd)d))d)d)d)),__________________6_86_6_4_23
2,5,(*20),0,0,(odd),____0
3,13,(+(+33)(+33)),12,2,(o(odd)(odd)),______6____62
9,45,(*(+(*(+(*7(*(*2(*06))8))(+78))3)(+(*26)3))5),300,0,(o(o(o(o(od(o(od(odd))d))(odd))d)(o(odd)d))d),____________________00_00____55_5______2_50_0
7,45,(*(+(+51)8)(+(*(+75)2)(*5(+(+1(+44))(*56))))),3066,6,(o(o(odd)d)(o(o(odd)d)(od(o(od(odd))(odd))))),________6_4________2_4____________89____09596
2,5,(+11),2,2,(odd),____2
1,1,8,8,8,d,_
1,1,0,0,0,d,_
1,1,8,8,8,d,_
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
3,9,(*(+55)7),70,0,(o(odd)d),______0_0
9,45,(*(+(*(+(*8(*(*2(*06))8))(+78))3)(+(*26)3))5),300,0,(o(o(o(o(od(o(od(odd))d))(odd))d)(o(odd)d))d),____________________00_00____55_5______2_50_0
6,21,(+(*(*5(+(*72)0))7)8),498,8,(o(o(od(o(odd)d))d)d),_____________4_40_0_8
3,9,(+6(+33)),12,2,(od(odd)),_______62
1,1,7,7,7,d,_
3,9,(+(+33)2),8,8,(o(odd)d),______6_8
5,21,(+(*05)(*7(*(+23)7))),245,5,(o(odd)(od(o(odd)d))),______0_________5_555
7,29,(+(+00)(+0(*(*(+(+54)1)0)6))),0,0,(o(odd)(od(o(o(o(odd)d)d)d))),______0_____________9_0_0_000
1,1,2,2,2,d,_
5,17,(*2(+3(*(*54)6))),246,6,(od(od(o(odd)d))),____________0_036
1,1,1,1,1,d,_
2,5,(*08),0,0,(odd),____0
10,49,(*(+0(*(+(+(+(+1(*9(+26)))(*08))(+3(+84)))0)5))2),880,0,(o(od(o(o(o(o(od(od(odd)))(odd))(od(odd)))d)d))d),_______________________823____03_______258_8_00_0
4,13,(*8(+6(+98))),184,4,(od(od(odd))),__________734
1,1,0,0,0,d,_
3,9,(+(+77)5),19,9,(o(odd)d),______4_9
3,9,(+(*77)5),54,4,(o(odd)d),______9_4
2,5,(+33),6,6,(odd),____6
8,33,(+(+(*6(+8(+2(+6(+44)))))1)(*22)),149,9,(o(o(od(od(od(od(odd)))))d)(odd)),____________________84644_5____49
2,5,(+42),6,6,(odd),____6
2,5,(+44),8,8,(odd),____8
1,1,0,0,0,d,_
1,1,3,3,3,d,_
1,1,0,0,0,d,_
3,13,(*(+33)(+33)),36,6,(o(odd)(odd)),______6____66
4,13,(+(+1(*00))6),7,7,(o(od(odd))d),_________01_7
3,9,(*(+06)9),54,4,(o(odd)d),______6_4
3,13,(*(+99)(+99)),324,4,(o(odd)(odd)),______8____84
2,5,(+40),4,4,(odd),____4
2,5,(+55),10,0,(odd),____0
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
2,5,(*90),0,0,(odd),____0
10,49,(*(+0(*(+(+(+(+1(*9(+22)))(*08))(+3(+84)))0)5))2),520,0,(o(od(o(o(o(o(od(od(odd)))(odd))(od(odd)))d)d))d),_______________________467____07_______252_2_00_0
3,9,(*(+00)9),0,0,(o(odd)d),______0_0
2,5,(*88),64,4,(odd),____4
1,1,8,8,8,d,_
2,5,(*54),20,0,(odd),____0
3,13,(*(+96)(+99)),270,0,(o(odd)(odd)),______5____80
3,9,(*2(*92)),36,6,(od(odd)),_______86
3,9,(+(*22)3),7,7,(o(odd)d),______4_7
2,5,(*44),16,6,(odd),____6
9,69,(*(*(+(+1(*90))(+3(+(+94)4)))(*(+3(*(+(*0(*50))1)4))2))(+0(*(*13)3))),2646,6,(o(o(o(od(odd))(od(o(odd)d)))(o(od(o(o(od(odd))d)d))d))(od(o(odd)d))),_____________01_________3_701________________00_1_47_44_________3_996
4,17,(*(*(*34)(*56))1),360,0,(o(o(odd)(odd))d),________2____00_0
1,1,4,4,4,d,_
7,61,(*(+(*2(+(+1(+44))(*56)))8)(+(*(+75)2)(*5(+(+1(+44))(*56))))),18834,4,(o(o(od(o(od(odd))(odd)))d)(o(o(odd)d)(od(o(od(odd))(odd))))),________________89____098_6________2_4____________89____09594
1,1,6,6,6,d,_
4,13,(+(+1(*10))6),7,7,(o(od(odd))d),_________01_7
2,5,(+60),6,6,(odd),____6
3,9,(+(+00)9),9,9,(o(odd)d),______0_9
2,5,(*04),0,0,(odd),____0
2,5,(+63),9,9,(odd),____9
2,5,(+50),5,5,(odd),____5
3,13,(*(*42)(+82)),80,0,(o(odd)(odd)),______8____00
2,5,(+00),0,0,(odd),____0
7,25,(+3(*(*(+1(*(+38)2))2)7)),325,5,(od(o(o(od(o(odd)d))d)d)),________________1_23_6_25
8,37,(*9(+(+(+54)1)(*(*4(*(+1(+03))1))8))),1242,2,(od(o(o(odd)d)(o(od(o(od(odd))d))d))),___________9_0______________34_46_882
2,5,(*00),0,0,(odd),____0
3,9,(+4(*07)),4,4,(od(odd)),_______04
1,1,0,0,0,d,_
3,13,(+(+66)(*60)),12,2,(o(odd)(odd)),______2____02
3,9,(+0(+00)),0,0,(od(odd)),_______00
4,17,(*8(*(+65)(*66))),3168,8,(od(o(odd)(odd))),_________1____668
5,17,(+1(+(*2(*33))0)),19,9,(od(o(od(odd))d)),____________98_89
2,5,(+44),8,8,(odd),____8
2,5,(+99),18,8,(odd),____8
3,13,(+(*60)(*60)),0,0,(o(odd)(odd)),______0____00
2,5,(+09),9,9,(odd),____9
3,9,(+(+22)9),13,3,(o(odd)d),______4_3
2,5,(+41),5,5,(odd),____5
1,1,9,9,9,d,_
1,1,9,9,9,d,_
4,13,(*5(+9(+85))),110,0,(od(od(odd))),__________320
3,9,(*(+22)9),36,6,(o(odd)d),______4_6
1,1,8,8,8,d,_
3,13,(+(+24)(+94)),19,9,(o(odd)(odd)),______6____39
2,5,(*75),35,5,(odd),____5
3,9,(+(+20)9),11,1,(o(odd)d),______2_1
1,1,2,2,2,d,_
1,1,6,6,6,d,_
1,1,3,3,3,d,_
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
4,17,(*8(+(+45)(*66))),360,0,(od(o(odd)(odd))),_________9____650
4,17,(*8(*(+45)(*66))),2592,2,(od(o(odd)(odd))),_________9____642
4,17,(*8(*(+55)(*56))),2400,0,(od(o(odd)(odd))),_________0____000
4,13,(+7(+5(*25))),22,2,(od(od(odd))),__________052
3,9,(*0(*13)),0,0,(od(odd)),_______30
3,9,(+(*60)0),0,0,(o(odd)d),______0_0
2,5,(+04),4,4,(odd),____4
2,5,(*70),0,0,(odd),____0
2,5,(+77),14,4,(odd),____4
3,9,(+(+67)6),19,9,(o(odd)d),______3_9
1,1,5,5,5,d,_
4,13,(+7(+0(*25))),17,7,(od(od(odd))),__________007
3,9,(+7(+00)),7,7,(od(odd)),_______07
3,9,(*(*00)0),0,0,(o(odd)d),______0_0
4,21,(*(*(*17)(*05))(+15)),0,0,(o(o(odd)(odd))(odd)),________7____00____60
3,13,(+(*06)(*60)),0,0,(o(odd)(odd)),______0____00
4,13,(+0(+8(*48))),40,0,(od(od(odd))),__________200
4,17,(*8(*(+55)(*55))),2000,0,(od(o(odd)(odd))),_________0____500
2,5,(*82),16,6,(odd),____6
4,17,(*8(*(+55)(*66))),2880,0,(od(o(odd)(odd))),_________0____600
3,9,(*(*65)7),210,0,(o(odd)d),______0_0
3,13,(+(*66)(*60)),36,6,(o(odd)(odd)),______6____06
4,17,(*(*00)(*2(*80))),0,0,(o(odd)(od(odd))),______0_______000
1,1,4,4,4,d,_
1,1,1,1,1,d,_
2,5,(+64),10,0,(odd),____0
2,5,(*10),0,0,(odd),____0
2,5,(*77),49,9,(odd),____9
4,17,(*(*00)(+2(*80))),0,0,(o(odd)(od(odd))),______0_______020
7,41,(*(+0(*9(*7(+(+24)(*47)))))(*3(*(*43)0))),0,0,(o(od(od(od(o(odd)(odd)))))(od(o(odd)d))),_________________6____84822_________2_000
4,13,(*7(+5(*25))),105,5,(od(od(odd))),__________055
1,1,7,7,7,d,_
1,1,0,0,0,d,_
3,9,(*(+66)7),84,4,(o(odd)d),______2_4
1,1,4,4,4,d,_
3,9,(*(+67)6),78,8,(o(odd)d),______3_8
2,5,(+00),0,0,(odd),____0
3,9,(*4(*13)),12,2,(od(odd)),_______32
1,1,0,0,0,d,_
5,33,(+(*6(+(*64)(*97)))(*(+69)(*57))),1047,7,(o(od(o(odd)(odd)))(o(odd)(odd))),___________4____372______5____557
2,5,(*09),0,0,(odd),____0
1,1,0,0,0,d,_
2,5,(+48),12,2,(odd),____2
3,9,(+(+76)4),17,7,(o(odd)d),______3_7
2,5,(+66),12,2,(odd),____2
4,13,(*0(+8(*48))),0,0,(od(od(odd))),__________200
1,1,0,0,0,d,_
3,9,(*0(+00)),0,0,(od(odd)),_______00
3,13,(+(*60)(*64)),24,4,(o(odd)(odd)),______0____44
2,5,(+11),2,2,(odd),____2
1,1,0,0,0,d,_
9,45,(*7(*1(*2(*4(+(*(*0(*65))(+07))(*3(*20))))))),0,0,(od(od(od(od(o(o(od(odd))(odd))(od(odd))))))),_______________________00____70_______0000000
3,13,(+(+90)(*99)),90,0,(o(odd)(odd)),______9____10
3,9,(*0(*87)),0,0,(od(odd)),_______60
6,25,(*(*68)(+(+(+(+97)4)8)5)),1584,4,(o(odd)(o(o(o(odd)d)d)d)),______8__________6_0_8_34
2,5,(+33),6,6,(odd),____6
3,9,(*0(*88)),0,0,(od(odd)),_______40
5,33,(*(+(*(+10)(*14))(*(+10)(*84)))9),324,4,(o(o(o(odd)(odd))(o(odd)(odd)))d),__________1____44______1____226_4
4,13,(*6(*1(*29))),108,8,(od(od(odd))),__________888
7,45,(*7(*(+(*(+1(+11))(*0(*65)))(+07))(*3(*20)))),0,0,(od(o(o(o(od(odd))(od(odd)))(odd))(od(odd)))),________________23_______000____77_______0000
4,17,(*6(+(+78)(+78))),180,0,(od(o(odd)(odd))),_________5____500
1,1,7,7,7,d,_
3,9,(+(+84)8),20,0,(o(odd)d),______2_0
1,1,1,1,1,d,_
4,13,(*(*(+00)3)5),0,0,(o(o(odd)d)d),________0_0_0
3,13,(+(+90)(+99)),27,7,(o(odd)(odd)),______9____87
2,5,(*48),32,2,(odd),____2
5,17,(*1(+(*(*00)0)4)),4,4,(od(o(o(odd)d)d)),___________0_0_44
3,9,(*(*59)2),90,0,(o(odd)d),______5_0
5,21,(*(+(*(+10)(*84))8)9),360,0,(o(o(o(odd)(odd))d)d),__________1____22_0_0
1,1,4,4,4,d,_
7,85,(*(*(+(*(+0(+65))(*0(*65)))(+07))(*3(*20)))(*(+(*(+0(+65))(*0(*65)))(+07))(*3(*20)))),0,0,(o(o(o(o(od(odd))(od(odd)))(odd))(od(odd)))(o(o(o(od(odd))(od(odd)))(odd))(od(odd)))),_______________11_______000____77_______000_____________11_______000____77_______0000
1,1,2,2,2,d,_
6,21,(+(*(*6(+4(*67)))0)4),4,4,(o(o(od(od(odd)))d)d),______________266_0_4
4,21,(*(+(+00)0)(+(+00)0)),0,0,(o(o(odd)d)(o(odd)d)),________0_0______0_00
2,5,(+85),13,3,(odd),____3
2,5,(+00),0,0,(odd),____0
1,1,7,7,7,d,_
5,25,(*1(+(*(*95)4)(+(+37)3))),193,3,(od(o(o(odd)d)(o(odd)d))),___________5_0______0_333
6,37,(*(+(+(+(+97)4)8)5)(+(+(+(+97)4)8)5)),1089,9,(o(o(o(o(odd)d)d)d)(o(o(o(odd)d)d)d)),____________6_0_8_3__________6_0_8_39
2,5,(*71),7,7,(odd),____7
3,13,(*(+00)(+00)),0,0,(o(odd)(odd)),______0____00
7,37,(*(+(+(*(+(+69)1)(+5(*43)))(*51))5)8),2256,6,(o(o(o(o(o(odd)d)(od(odd)))(odd))d)d),______________5_6_______272____57_2_6
2,5,(*77),49,9,(odd),____9
6,29,(+0(*(+(*62)(*(+77)(*16)))3)),288,8,(od(o(o(odd)(o(odd)(odd)))d)),___________2______4____646_88
3,13,(+(+53)(+53)),16,6,(o(odd)(odd)),______8____86
2,5,(*00),0,0,(odd),____0
3,9,(+(*12)5),7,7,(o(odd)d),______2_7
5,33,(*(+(*(+10)(*84))(*(+10)(*84)))9),576,6,(o(o(o(odd)(odd))(o(odd)(odd)))d),__________1____22______1____224_6
3,13,(*(+10)(+11)),2,2,(o(odd)(odd)),______1____22
6,29,(+(+1(+(*62)(*(+77)(*16))))3),100,0,(o(od(o(odd)(o(odd)(odd))))d),___________2______4____6467_0
9,37,(*(+(+(+14)(+(*(+7(*0(*74)))3)3))5)6),204,4,(o(o(o(odd)(o(o(od(od(odd)))d)d))d)d),__________5______________807_1_49_4_4
7,45,(*7(*(+(*(+1(+65))(*0(*65)))(+07))(*3(*20)))),0,0,(od(o(o(o(od(odd))(od(odd)))(odd))(od(odd)))),________________12_______000____77_______0000
6,37,(*(*6(+(+(+97)4)8))(+(+(+(+97)4)8)5)),5544,4,(o(od(o(o(odd)d)d))(o(o(o(odd)d)d)d)),_____________6_0_88__________6_0_8_34
5,37,(*(+(*(+10)(*14))(*(+10)(*00)))(*86)),192,2,(o(o(o(odd)(odd))(o(odd)(odd)))(odd)),__________1____44______1____004____82
2,5,(+55),10,0,(odd),____0
3,9,(+(*11)5),6,6,(o(odd)d),______1_6
3,9,(+(*00)0),0,0,(o(odd)d),______0_0
9,53,(+(*(*(+0(+(+7(*0(*25)))(*6(*(+82)8))))(*3(+02)))6)7),17539,9,(o(o(o(od(o(od(od(odd)))(od(o(odd)d))))(od(odd)))d)d),_____________________007_________0_0077_______262_2_9
3,9,(+0(+88)),16,6,(od(odd)),_______66
1,1,8,8,8,d,_
1,1,0,0,0,d,_
1,1,2,2,2,d,_
2,5,(*55),25,5,(odd),____5
1,1,9,9,9,d,_
2,5,(*65),30,0,(odd),____0
2,5,(*69),54,4,(odd),____4
3,9,(*0(*80)),0,0,(od(odd)),_______00
5,25,(*1(+(*(*55)4)(+(+37)3))),113,3,(od(o(o(odd)d)(o(odd)d))),___________5_0______0_333
6,41,(+(*(+7(*00))(+7(*0(*25))))(*6(*(+82)8))),529,9,(o(o(od(odd))(od(od(odd))))(od(o(odd)d))),___________07__________0079_________0_009
1,1,6,6,6,d,_
1,1,3,3,3,d,_
4,17,(*6(+(*73)(+78))),216,6,(od(o(odd)(odd))),_________1____566
10,45,(*(+00)(*7(*9(*8(+(*(*94)(+9(+(*49)4)))1))))),0,0,(o(odd)(od(od(od(o(o(odd)(od(o(odd)d)))d))))),______0_________________6_________6_094_50000
2,5,(*61),6,6,(odd),____6
3,9,(+(*00)8),8,8,(o(odd)d),______0_8
3,9,(*2(*37)),42,2,(od(odd)),_______12
3,9,(+(+88)8),24,4,(o(odd)d),______6_4
5,41,(*(+(*(+10)(*14))(*(+10)(*00)))(*0(*60))),0,0,(o(o(o(odd)(odd))(o(odd)(odd)))(od(odd))),__________1____44______1____004_______000
4,13,(*(*(+00)0)0),0,0,(o(o(odd)d)d),________0_0_0
5,41,(*(+(*(+11)(*14))(*(+10)(*00)))(*0(*60))),0,0,(o(o(o(odd)(odd))(o(odd)(odd)))(od(odd))),__________2____48______1____008_______000
3,9,(+8(+53)),16,6,(od(odd)),_______86
1,1,6,6,6,d,_
2,5,(*67),42,2,(odd),____2
2,5,(*11),1,1,(odd),____1
1,1,0,0,0,d,_
3,9,(*0(+88)),0,0,(od(odd)),_______60
3,9,(+(*84)8),40,0,(o(odd)d),______2_0
1,1,0,0,0,d,_
4,17,(*6(+(*83)(+78))),234,4,(od(o(odd)(odd))),_________4____594
2,5,(+31),4,4,(odd),____4
